datetime,grid_id,estimated_traffic
2008-02-02 14:00:00,10_8,130
2008-02-02 14:00:00,10_9,520
2008-02-02 14:00:00,11_10,0
2008-02-02 14:00:00,11_3,65
2008-02-02 14:00:00,11_7,520
2008-02-02 14:00:00,11_9,0
2008-02-02 14:00:00,12_7,715
2008-02-02 14:00:00,12_8,195
2008-02-02 14:00:00,12_9,0
2008-02-02 14:00:00,13_7,2145
2008-02-02 14:00:00,13_8,0
2008-02-02 14:00:00,1_10,325
2008-02-02 14:00:00,1_2,520
2008-02-02 14:00:00,1_3,390
2008-02-02 14:00:00,1_9,0
2008-02-02 14:00:00,2_2,325
2008-02-02 14:00:00,2_3,520
2008-02-02 14:00:00,2_4,130
2008-02-02 14:00:00,2_5,585
2008-02-02 14:00:00,2_9,195
2008-02-02 14:00:00,3_2,390
2008-02-02 14:00:00,3_3,585
2008-02-02 14:00:00,3_4,845
2008-02-02 14:00:00,3_5,2470
2008-02-02 14:00:00,3_6,585
2008-02-02 14:00:00,3_7,65
2008-02-02 14:00:00,3_8,195
2008-02-02 14:00:00,4_2,0
2008-02-02 14:00:00,4_3,845
2008-02-02 14:00:00,4_4,18200
2008-02-02 14:00:00,4_5,28925
2008-02-02 14:00:00,4_6,4615
2008-02-02 14:00:00,4_7,650
2008-02-02 14:00:00,4_8,715
2008-02-02 14:00:00,5_1,260
2008-02-02 14:00:00,5_2,585
2008-02-02 14:00:00,5_3,4420
2008-02-02 14:00:00,5_4,80730
2008-02-02 14:00:00,5_5,148135
2008-02-02 14:00:00,5_6,14365
2008-02-02 14:00:00,5_7,520
2008-02-02 14:00:00,5_8,130
2008-02-02 14:00:00,5_9,260
2008-02-02 14:00:00,6_1,65
2008-02-02 14:00:00,6_2,715
2008-02-02 14:00:00,6_3,3185
2008-02-02 14:00:00,6_4,61035
2008-02-02 14:00:00,6_5,150085
2008-02-02 14:00:00,6_6,14950
2008-02-02 14:00:00,6_7,1365
2008-02-02 14:00:00,6_8,65
2008-02-02 14:00:00,7_2,455
2008-02-02 14:00:00,7_3,1755
2008-02-02 14:00:00,7_4,4355
2008-02-02 14:00:00,7_5,10140
2008-02-02 14:00:00,7_6,28925
2008-02-02 14:00:00,7_7,975
2008-02-02 14:00:00,7_8,65
2008-02-02 14:00:00,8_2,520
2008-02-02 14:00:00,8_3,715
2008-02-02 14:00:00,8_4,1885
2008-02-02 14:00:00,8_5,2795
2008-02-02 14:00:00,8_6,520
2008-02-02 14:00:00,8_7,1365
2008-02-02 14:00:00,8_8,520
2008-02-02 14:00:00,8_9,455
2008-02-02 14:00:00,9_2,195
2008-02-02 14:00:00,9_3,130
2008-02-02 14:00:00,9_4,260
2008-02-02 14:00:00,9_5,390
2008-02-02 14:00:00,9_6,390
2008-02-02 14:00:00,9_7,195
2008-02-02 14:00:00,9_8,195
2008-02-02 14:00:00,9_9,130
2008-02-02 14:00:00,11_6,195
2008-02-02 14:00:00,11_8,65
2008-02-02 14:00:00,12_6,65
2008-02-02 14:00:00,13_6,65
2008-02-02 14:00:00,1_1,65
2008-02-02 14:00:00,2_1,130
2008-02-02 14:00:00,2_7,65
2008-02-02 14:00:00,11_4,65
2008-02-02 14:00:00,2_10,65
2008-02-02 14:00:00,9_10,65
2008-02-02 14:00:00,13_9,0
2008-02-02 14:00:00,7_9,0
2008-02-02 14:00:00,12_10,0
2008-02-02 14:00:00,13_10,0
2008-02-02 14:00:00,3_1,0
2008-02-02 14:00:00,4_1,0
2008-02-02 14:00:00,1_4,0
2008-02-02 14:00:00,3_9,0
2008-02-02 14:00:00,2_6,0
2008-02-02 14:15:00,10_10,65
2008-02-02 14:15:00,10_2,130
2008-02-02 14:15:00,10_3,260
2008-02-02 14:15:00,10_4,130
2008-02-02 14:15:00,10_5,0
2008-02-02 14:15:00,10_6,65
2008-02-02 14:15:00,10_7,260
2008-02-02 14:15:00,10_8,195
2008-02-02 14:15:00,10_9,390
2008-02-02 14:15:00,11_10,0
2008-02-02 14:15:00,11_3,65
2008-02-02 14:15:00,11_7,390
2008-02-02 14:15:00,11_9,65
2008-02-02 14:15:00,12_7,650
2008-02-02 14:15:00,12_8,195
2008-02-02 14:15:00,12_9,0
2008-02-02 14:15:00,13_7,2145
2008-02-02 14:15:00,13_8,0
2008-02-02 14:15:00,1_10,260
2008-02-02 14:15:00,1_2,650
2008-02-02 14:15:00,1_3,455
2008-02-02 14:15:00,1_9,130
2008-02-02 14:15:00,2_2,325
2008-02-02 14:15:00,2_3,390
2008-02-02 14:15:00,2_4,130
2008-02-02 14:15:00,2_5,650
2008-02-02 14:15:00,2_9,260
2008-02-02 14:15:00,3_2,390
2008-02-02 14:15:00,3_3,910
2008-02-02 14:15:00,3_4,845
2008-02-02 14:15:00,3_5,2860
2008-02-02 14:15:00,3_6,455
2008-02-02 14:15:00,3_7,65
2008-02-02 14:15:00,3_8,65
2008-02-02 14:15:00,4_2,0
2008-02-02 14:15:00,4_3,780
2008-02-02 14:15:00,4_4,18330
2008-02-02 14:15:00,4_5,28210
2008-02-02 14:15:00,4_6,4485
2008-02-02 14:15:00,4_7,975
2008-02-02 14:15:00,4_8,585
2008-02-02 14:15:00,5_1,195
2008-02-02 14:15:00,5_2,585
2008-02-02 14:15:00,5_3,4225
2008-02-02 14:15:00,5_4,81445
2008-02-02 14:15:00,5_5,146575
2008-02-02 14:15:00,5_6,14820
2008-02-02 14:15:00,5_7,455
2008-02-02 14:15:00,5_8,130
2008-02-02 14:15:00,5_9,325
2008-02-02 14:15:00,6_1,0
2008-02-02 14:15:00,6_2,390
2008-02-02 14:15:00,6_3,3380
2008-02-02 14:15:00,6_4,64740
2008-02-02 14:15:00,6_5,145665
2008-02-02 14:15:00,6_6,14495
2008-02-02 14:15:00,6_7,975
2008-02-02 14:15:00,6_8,0
2008-02-02 14:15:00,7_2,520
2008-02-02 14:15:00,7_3,1365
2008-02-02 14:15:00,7_4,4550
2008-02-02 14:15:00,7_5,11440
2008-02-02 14:15:00,7_6,30355
2008-02-02 14:15:00,7_7,910
2008-02-02 14:15:00,7_8,130
2008-02-02 14:15:00,8_2,455
2008-02-02 14:15:00,8_3,585
2008-02-02 14:15:00,8_4,1690
2008-02-02 14:15:00,8_5,2470
2008-02-02 14:15:00,8_6,650
2008-02-02 14:15:00,8_7,1430
2008-02-02 14:15:00,8_8,390
2008-02-02 14:15:00,8_9,325
2008-02-02 14:15:00,9_2,195
2008-02-02 14:15:00,9_3,195
2008-02-02 14:15:00,9_4,325
2008-02-02 14:15:00,9_5,455
2008-02-02 14:15:00,9_6,390
2008-02-02 14:15:00,9_7,390
2008-02-02 14:15:00,9_8,325
2008-02-02 14:15:00,9_9,390
2008-02-02 14:15:00,11_6,130
2008-02-02 14:15:00,11_8,0
2008-02-02 14:15:00,12_6,0
2008-02-02 14:15:00,13_6,65
2008-02-02 14:15:00,1_1,0
2008-02-02 14:15:00,2_1,130
2008-02-02 14:15:00,2_7,65
2008-02-02 14:15:00,11_4,0
2008-02-02 14:15:00,2_10,65
2008-02-02 14:15:00,9_10,130
2008-02-02 14:15:00,13_9,0
2008-02-02 14:15:00,7_9,0
2008-02-02 14:15:00,12_10,0
2008-02-02 14:15:00,13_10,0
2008-02-02 14:15:00,3_1,0
2008-02-02 14:15:00,4_1,0
2008-02-02 14:15:00,1_4,0
2008-02-02 14:15:00,3_9,0
2008-02-02 14:15:00,2_6,0
2008-02-02 14:30:00,10_10,65
2008-02-02 14:30:00,10_2,130
2008-02-02 14:30:00,10_3,195
2008-02-02 14:30:00,10_4,195
2008-02-02 14:30:00,10_5,0
2008-02-02 14:30:00,10_6,130
2008-02-02 14:30:00,10_7,260
2008-02-02 14:30:00,10_8,130
2008-02-02 14:30:00,10_9,520
2008-02-02 14:30:00,11_10,0
2008-02-02 14:30:00,11_3,65
2008-02-02 14:30:00,11_7,585
2008-02-02 14:30:00,11_9,65
2008-02-02 14:30:00,12_7,650
2008-02-02 14:30:00,12_8,130
2008-02-02 14:30:00,12_9,65
2008-02-02 14:30:00,13_7,2405
2008-02-02 14:30:00,13_8,65
2008-02-02 14:30:00,1_10,390
2008-02-02 14:30:00,1_2,520
2008-02-02 14:30:00,1_3,390
2008-02-02 14:30:00,1_9,0
2008-02-02 14:30:00,2_2,390
2008-02-02 14:30:00,2_3,390
2008-02-02 14:30:00,2_4,130
2008-02-02 14:30:00,2_5,715
2008-02-02 14:30:00,2_9,65
2008-02-02 14:30:00,3_2,325
2008-02-02 14:30:00,3_3,845
2008-02-02 14:30:00,3_4,715
2008-02-02 14:30:00,3_5,2665
2008-02-02 14:30:00,3_6,455
2008-02-02 14:30:00,3_7,130
2008-02-02 14:30:00,3_8,130
2008-02-02 14:30:00,4_2,0
2008-02-02 14:30:00,4_3,910
2008-02-02 14:30:00,4_4,17745
2008-02-02 14:30:00,4_5,29185
2008-02-02 14:30:00,4_6,4875
2008-02-02 14:30:00,4_7,975
2008-02-02 14:30:00,4_8,520
2008-02-02 14:30:00,5_1,260
2008-02-02 14:30:00,5_2,715
2008-02-02 14:30:00,5_3,3640
2008-02-02 14:30:00,5_4,80080
2008-02-02 14:30:00,5_5,146445
2008-02-02 14:30:00,5_6,14495
2008-02-02 14:30:00,5_7,455
2008-02-02 14:30:00,5_8,130
2008-02-02 14:30:00,5_9,325
2008-02-02 14:30:00,6_1,0
2008-02-02 14:30:00,6_2,260
2008-02-02 14:30:00,6_3,2730
2008-02-02 14:30:00,6_4,64350
2008-02-02 14:30:00,6_5,144365
2008-02-02 14:30:00,6_6,14105
2008-02-02 14:30:00,6_7,845
2008-02-02 14:30:00,6_8,65
2008-02-02 14:30:00,7_2,325
2008-02-02 14:30:00,7_3,1105
2008-02-02 14:30:00,7_4,3900
2008-02-02 14:30:00,7_5,11245
2008-02-02 14:30:00,7_6,30485
2008-02-02 14:30:00,7_7,1105
2008-02-02 14:30:00,7_8,130
2008-02-02 14:30:00,8_2,390
2008-02-02 14:30:00,8_3,715
2008-02-02 14:30:00,8_4,2145
2008-02-02 14:30:00,8_5,2470
2008-02-02 14:30:00,8_6,325
2008-02-02 14:30:00,8_7,1430
2008-02-02 14:30:00,8_8,520
2008-02-02 14:30:00,8_9,260
2008-02-02 14:30:00,9_2,195
2008-02-02 14:30:00,9_3,65
2008-02-02 14:30:00,9_4,260
2008-02-02 14:30:00,9_5,390
2008-02-02 14:30:00,9_6,390
2008-02-02 14:30:00,9_7,520
2008-02-02 14:30:00,9_8,65
2008-02-02 14:30:00,9_9,65
2008-02-02 14:30:00,11_6,65
2008-02-02 14:30:00,11_8,0
2008-02-02 14:30:00,12_6,0
2008-02-02 14:30:00,13_6,65
2008-02-02 14:30:00,1_1,130
2008-02-02 14:30:00,2_1,130
2008-02-02 14:30:00,2_7,65
2008-02-02 14:30:00,11_4,65
2008-02-02 14:30:00,2_10,0
2008-02-02 14:30:00,9_10,130
2008-02-02 14:30:00,13_9,65
2008-02-02 14:30:00,7_9,65
2008-02-02 14:30:00,12_10,0
2008-02-02 14:30:00,13_10,0
2008-02-02 14:30:00,3_1,0
2008-02-02 14:30:00,4_1,0
2008-02-02 14:30:00,1_4,0
2008-02-02 14:30:00,3_9,0
2008-02-02 14:30:00,2_6,0
2008-02-02 14:45:00,10_10,65
2008-02-02 14:45:00,10_2,130
2008-02-02 14:45:00,10_3,195
2008-02-02 14:45:00,10_4,130
2008-02-02 14:45:00,10_5,0
2008-02-02 14:45:00,10_6,130
2008-02-02 14:45:00,10_7,325
2008-02-02 14:45:00,10_8,130
2008-02-02 14:45:00,10_9,325
2008-02-02 14:45:00,11_10,65
2008-02-02 14:45:00,11_3,0
2008-02-02 14:45:00,11_7,650
2008-02-02 14:45:00,11_9,0
2008-02-02 14:45:00,12_7,715
2008-02-02 14:45:00,12_8,65
2008-02-02 14:45:00,12_9,65
2008-02-02 14:45:00,13_7,2470
2008-02-02 14:45:00,13_8,65
2008-02-02 14:45:00,1_10,325
2008-02-02 14:45:00,1_2,520
2008-02-02 14:45:00,1_3,390
2008-02-02 14:45:00,1_9,0
2008-02-02 14:45:00,2_2,325
2008-02-02 14:45:00,2_3,455
2008-02-02 14:45:00,2_4,130
2008-02-02 14:45:00,2_5,650
2008-02-02 14:45:00,2_9,65
2008-02-02 14:45:00,3_2,130
2008-02-02 14:45:00,3_3,1105
2008-02-02 14:45:00,3_4,650
2008-02-02 14:45:00,3_5,2730
2008-02-02 14:45:00,3_6,390
2008-02-02 14:45:00,3_7,130
2008-02-02 14:45:00,3_8,0
2008-02-02 14:45:00,4_2,195
2008-02-02 14:45:00,4_3,910
2008-02-02 14:45:00,4_4,20995
2008-02-02 14:45:00,4_5,29575
2008-02-02 14:45:00,4_6,4485
2008-02-02 14:45:00,4_7,780
2008-02-02 14:45:00,4_8,585
2008-02-02 14:45:00,5_1,130
2008-02-02 14:45:00,5_2,780
2008-02-02 14:45:00,5_3,4225
2008-02-02 14:45:00,5_4,75855
2008-02-02 14:45:00,5_5,143260
2008-02-02 14:45:00,5_6,13975
2008-02-02 14:45:00,5_7,260
2008-02-02 14:45:00,5_8,130
2008-02-02 14:45:00,5_9,390
2008-02-02 14:45:00,6_1,0
2008-02-02 14:45:00,6_2,325
2008-02-02 14:45:00,6_3,2730
2008-02-02 14:45:00,6_4,66300
2008-02-02 14:45:00,6_5,142220
2008-02-02 14:45:00,6_6,13715
2008-02-02 14:45:00,6_7,910
2008-02-02 14:45:00,6_8,65
2008-02-02 14:45:00,7_2,455
2008-02-02 14:45:00,7_3,1300
2008-02-02 14:45:00,7_4,4615
2008-02-02 14:45:00,7_5,12415
2008-02-02 14:45:00,7_6,31395
2008-02-02 14:45:00,7_7,780
2008-02-02 14:45:00,7_8,260
2008-02-02 14:45:00,8_2,325
2008-02-02 14:45:00,8_3,650
2008-02-02 14:45:00,8_4,2275
2008-02-02 14:45:00,8_5,2470
2008-02-02 14:45:00,8_6,390
2008-02-02 14:45:00,8_7,910
2008-02-02 14:45:00,8_8,455
2008-02-02 14:45:00,8_9,195
2008-02-02 14:45:00,9_2,195
2008-02-02 14:45:00,9_3,65
2008-02-02 14:45:00,9_4,325
2008-02-02 14:45:00,9_5,260
2008-02-02 14:45:00,9_6,455
2008-02-02 14:45:00,9_7,650
2008-02-02 14:45:00,9_8,130
2008-02-02 14:45:00,9_9,130
2008-02-02 14:45:00,11_6,65
2008-02-02 14:45:00,11_8,0
2008-02-02 14:45:00,12_6,195
2008-02-02 14:45:00,13_6,130
2008-02-02 14:45:00,1_1,65
2008-02-02 14:45:00,2_1,65
2008-02-02 14:45:00,2_7,65
2008-02-02 14:45:00,11_4,0
2008-02-02 14:45:00,2_10,0
2008-02-02 14:45:00,9_10,65
2008-02-02 14:45:00,13_9,0
2008-02-02 14:45:00,7_9,130
2008-02-02 14:45:00,12_10,65
2008-02-02 14:45:00,13_10,65
2008-02-02 14:45:00,3_1,65
2008-02-02 14:45:00,4_1,65
2008-02-02 14:45:00,1_4,0
2008-02-02 14:45:00,3_9,0
2008-02-02 14:45:00,2_6,0
2008-02-02 15:00:00,10_10,65
2008-02-02 15:00:00,10_2,130
2008-02-02 15:00:00,10_3,260
2008-02-02 15:00:00,10_4,65
2008-02-02 15:00:00,10_5,0
2008-02-02 15:00:00,10_6,65
2008-02-02 15:00:00,10_7,455
2008-02-02 15:00:00,10_8,130
2008-02-02 15:00:00,10_9,390
2008-02-02 15:00:00,11_10,0
2008-02-02 15:00:00,11_3,0
2008-02-02 15:00:00,11_7,715
2008-02-02 15:00:00,11_9,0
2008-02-02 15:00:00,12_7,715
2008-02-02 15:00:00,12_8,195
2008-02-02 15:00:00,12_9,0
2008-02-02 15:00:00,13_7,2470
2008-02-02 15:00:00,13_8,0
2008-02-02 15:00:00,1_10,325
2008-02-02 15:00:00,1_2,520
2008-02-02 15:00:00,1_3,390
2008-02-02 15:00:00,1_9,0
2008-02-02 15:00:00,2_2,195
2008-02-02 15:00:00,2_3,325
2008-02-02 15:00:00,2_4,130
2008-02-02 15:00:00,2_5,585
2008-02-02 15:00:00,2_9,65
2008-02-02 15:00:00,3_2,130
2008-02-02 15:00:00,3_3,1105
2008-02-02 15:00:00,3_4,975
2008-02-02 15:00:00,3_5,2795
2008-02-02 15:00:00,3_6,390
2008-02-02 15:00:00,3_7,65
2008-02-02 15:00:00,3_8,0
2008-02-02 15:00:00,4_2,130
2008-02-02 15:00:00,4_3,520
2008-02-02 15:00:00,4_4,19890
2008-02-02 15:00:00,4_5,31395
2008-02-02 15:00:00,4_6,4940
2008-02-02 15:00:00,4_7,845
2008-02-02 15:00:00,4_8,455
2008-02-02 15:00:00,5_1,195
2008-02-02 15:00:00,5_2,650
2008-02-02 15:00:00,5_3,4030
2008-02-02 15:00:00,5_4,74165
2008-02-02 15:00:00,5_5,142545
2008-02-02 15:00:00,5_6,15145
2008-02-02 15:00:00,5_7,260
2008-02-02 15:00:00,5_8,65
2008-02-02 15:00:00,5_9,390
2008-02-02 15:00:00,6_1,0
2008-02-02 15:00:00,6_2,390
2008-02-02 15:00:00,6_3,3640
2008-02-02 15:00:00,6_4,64350
2008-02-02 15:00:00,6_5,143130
2008-02-02 15:00:00,6_6,12870
2008-02-02 15:00:00,6_7,1300
2008-02-02 15:00:00,6_8,65
2008-02-02 15:00:00,7_2,455
2008-02-02 15:00:00,7_3,1690
2008-02-02 15:00:00,7_4,4420
2008-02-02 15:00:00,7_5,12675
2008-02-02 15:00:00,7_6,29445
2008-02-02 15:00:00,7_7,845
2008-02-02 15:00:00,7_8,130
2008-02-02 15:00:00,8_2,520
2008-02-02 15:00:00,8_3,520
2008-02-02 15:00:00,8_4,2015
2008-02-02 15:00:00,8_5,2470
2008-02-02 15:00:00,8_6,455
2008-02-02 15:00:00,8_7,1625
2008-02-02 15:00:00,8_8,650
2008-02-02 15:00:00,8_9,325
2008-02-02 15:00:00,9_2,390
2008-02-02 15:00:00,9_3,195
2008-02-02 15:00:00,9_4,325
2008-02-02 15:00:00,9_5,390
2008-02-02 15:00:00,9_6,390
2008-02-02 15:00:00,9_7,715
2008-02-02 15:00:00,9_8,195
2008-02-02 15:00:00,9_9,65
2008-02-02 15:00:00,11_6,65
2008-02-02 15:00:00,11_8,65
2008-02-02 15:00:00,12_6,130
2008-02-02 15:00:00,13_6,130
2008-02-02 15:00:00,1_1,65
2008-02-02 15:00:00,2_1,0
2008-02-02 15:00:00,2_7,65
2008-02-02 15:00:00,11_4,0
2008-02-02 15:00:00,2_10,0
2008-02-02 15:00:00,9_10,0
2008-02-02 15:00:00,13_9,0
2008-02-02 15:00:00,7_9,130
2008-02-02 15:00:00,12_10,0
2008-02-02 15:00:00,13_10,0
2008-02-02 15:00:00,3_1,65
2008-02-02 15:00:00,4_1,65
2008-02-02 15:00:00,1_4,0
2008-02-02 15:00:00,3_9,0
2008-02-02 15:00:00,2_6,0
2008-02-02 15:15:00,10_10,0
2008-02-02 15:15:00,10_2,130
2008-02-02 15:15:00,10_3,195
2008-02-02 15:15:00,10_4,195
2008-02-02 15:15:00,10_5,0
2008-02-02 15:15:00,10_6,130
2008-02-02 15:15:00,10_7,390
2008-02-02 15:15:00,10_8,195
2008-02-02 15:15:00,10_9,325
2008-02-02 15:15:00,11_10,0
2008-02-02 15:15:00,11_3,0
2008-02-02 15:15:00,11_7,520
2008-02-02 15:15:00,11_9,0
2008-02-02 15:15:00,12_7,650
2008-02-02 15:15:00,12_8,260
2008-02-02 15:15:00,12_9,65
2008-02-02 15:15:00,13_7,2340
2008-02-02 15:15:00,13_8,0
2008-02-02 15:15:00,1_10,260
2008-02-02 15:15:00,1_2,585
2008-02-02 15:15:00,1_3,455
2008-02-02 15:15:00,1_9,65
2008-02-02 15:15:00,2_2,390
2008-02-02 15:15:00,2_3,390
2008-02-02 15:15:00,2_4,195
2008-02-02 15:15:00,2_5,715
2008-02-02 15:15:00,2_9,0
